n,p,lambda,rho,S
100000,5e-05,8.7,4,0.01052
100000,5e-05,7.3,4,0.01142
100000,5e-05,1.0,4,0.99971
100000,5e-05,3.6,4,0.02034
100000,5e-05,2.4,4,0.03942
100000,5e-05,2.4,4,0.99994
100000,5e-05,0.4,4,0.99999
100000,5e-05,3.8,4,0.01965
100000,5e-05,2.8,4,0.03105
100000,5e-05,9.9,4,0.00882
100000,5e-05,3.7,4,0.99998
100000,5e-05,6.7,4,0.01169
100000,5e-05,5.8,4,0.01223
100000,5e-05,7.1,4,0.01142
100000,5e-05,3.5,4,0.0208
100000,5e-05,3.6,4,0.02139
100000,5e-05,5.4,4,0.01346
100000,5e-05,7.1,4,0.01104
100000,5e-05,8.8,4,0.01004
100000,5e-05,8.4,4,0.00987
100000,5e-05,4.7,4,0.01567
100000,5e-05,3.9,4,0.01973
100000,5e-05,2.8,4,0.03015
100000,5e-05,5.0,4,0.99997
100000,5e-05,5.9,4,0.01347
100000,5e-05,0.3,4,0.99997
100000,5e-05,6.8,4,0.01181
100000,5e-05,4.2,4,0.0168
100000,5e-05,8.1,4,0.01101
100000,5e-05,1.1,4,0.99993
100000,5e-05,9.0,4,0.00962
100000,5e-05,9.8,4,0.0098
100000,5e-05,0.3,4,0.99999
100000,5e-05,4.7,4,0.01555
100000,5e-05,3.4,4,0.02302
100000,5e-05,4.0,4,0.01814
100000,5e-05,6.7,4,0.01176
100000,5e-05,2.9,4,0.99994
100000,5e-05,8.1,4,0.01022
100000,5e-05,1.7,4,0.99999
100000,5e-05,5.7,4,0.01347
100000,5e-05,7.5,4,0.01045
100000,5e-05,4.3,4,0.01768
100000,5e-05,1.6,4,0.99999
100000,5e-05,0.6,4,0.99999
100000,5e-05,5.9,4,0.01323
100000,5e-05,9.9,4,0.00932
100000,5e-05,5.6,4,0.01337
100000,5e-05,4.0,4,0.01798
100000,5e-05,9.4,4,0.00982
100000,5e-05,9.5,4,0.00903
100000,5e-05,3.1,4,0.02568
100000,5e-05,6.4,4,0.01173
100000,5e-05,9.4,4,0.00934
100000,5e-05,0.7,4,0.99995
100000,5e-05,5.8,4,0.01256
100000,5e-05,5.6,4,0.01361
100000,5e-05,9.9,4,0.00932
100000,5e-05,0.2,4,0.99999
100000,5e-05,1.8,4,0.99958
100000,5e-05,3.3,4,0.02252
100000,5e-05,2.7,4,0.03305
100000,5e-05,9.1,4,0.00946
100000,5e-05,4.2,4,0.0173
100000,5e-05,1.4,4,0.99972
100000,5e-05,1.0,4,0.99992
100000,5e-05,1.8,4,0.99994
100000,5e-05,2.5,4,0.99999
100000,5e-05,2.0,4,0.05634
100000,5e-05,4.1,4,0.01757
100000,5e-05,4.5,4,0.01635
100000,5e-05,1.9,4,0.06323
100000,5e-05,5.0,4,0.0147
100000,5e-05,9.5,4,0.01001
100000,5e-05,2.5,4,0.03557
100000,5e-05,8.3,4,0.01011
100000,5e-05,4.7,4,0.0144
100000,5e-05,5.4,4,0.01358
100000,5e-05,3.2,4,0.02405
100000,5e-05,2.8,4,0.02928
100000,5e-05,2.9,4,0.02878
100000,5e-05,4.7,4,0.01566
100000,5e-05,4.9,4,0.01514
100000,5e-05,7.3,4,0.01107
100000,5e-05,6.4,4,0.01248
100000,5e-05,5.3,4,0.0145
100000,5e-05,5.4,4,0.01356
100000,5e-05,9.4,4,0.0096
100000,5e-05,4.8,4,0.01558
100000,5e-05,7.2,4,0.01103
100000,5e-05,5.2,4,0.99999
100000,5e-05,3.2,4,0.02437
100000,5e-05,6.4,4,0.99999
100000,5e-05,8.6,4,0.01028
100000,5e-05,2.7,4,0.03322
100000,5e-05,1.2,4,0.99976
100000,5e-05,6.5,4,0.01142
100000,5e-05,4.2,4,0.01792
100000,5e-05,6.9,4,0.01124
100000,5e-05,3.0,4,0.02734
100000,5e-05,5.8,4,0.01277
100000,5e-05,9.4,4,0.0094
100000,5e-05,6.6,4,0.01189
100000,5e-05,6.8,4,0.0108
100000,5e-05,7.8,4,0.99999
100000,5e-05,0.5,4,0.99998
100000,5e-05,1.1,4,0.99773
100000,5e-05,0.7,4,0.99999
100000,5e-05,8.9,4,0.01013
100000,5e-05,9.5,4,0.0099
100000,5e-05,6.4,4,0.99999
100000,5e-05,5.9,4,0.01312
100000,5e-05,8.8,4,0.00954
100000,5e-05,7.0,4,0.01114
100000,5e-05,4.0,4,0.01864
100000,5e-05,9.4,4,0.00939
100000,5e-05,5.8,4,0.99999
100000,5e-05,0.9,4,0.99995
100000,5e-05,4.7,4,0.0151
100000,5e-05,6.1,4,0.01216
100000,5e-05,8.5,4,0.0094
100000,5e-05,2.3,4,0.99999
100000,5e-05,1.5,4,0.99998
100000,5e-05,3.4,4,0.02213
100000,5e-05,7.6,4,0.01092
100000,5e-05,4.0,4,0.01756
100000,5e-05,1.4,4,0.99995
100000,5e-05,9.8,4,0.00941
100000,5e-05,4.8,4,0.01457
100000,5e-05,7.7,4,0.0103
100000,5e-05,5.3,4,0.01373
100000,5e-05,5.5,4,0.01405
100000,5e-05,8.2,4,0.00997
100000,5e-05,3.5,4,0.02148
100000,5e-05,2.2,4,0.04532
100000,5e-05,4.1,4,0.0181
100000,5e-05,6.6,4,0.01208
100000,5e-05,5.4,4,0.01306
100000,5e-05,3.5,4,0.02114
100000,5e-05,4.3,4,0.99997
100000,5e-05,0.4,4,0.99999
100000,5e-05,6.1,4,0.99998
100000,5e-05,4.4,4,0.0172
100000,5e-05,3.7,4,0.02006
100000,5e-05,9.9,4,0.00943
100000,5e-05,7.6,4,0.01126
100000,5e-05,5.5,4,0.01347
100000,5e-05,8.8,4,0.00984
100000,5e-05,8.3,4,0.01067
100000,5e-05,4.6,4,0.01613
100000,5e-05,8.9,4,0.00978
100000,5e-05,8.1,4,0.00988
100000,5e-05,6.6,4,0.01161
100000,5e-05,7.5,4,0.01113
100000,5e-05,5.6,4,0.01284
100000,5e-05,4.0,4,0.01815
100000,5e-05,7.1,4,0.01154
100000,5e-05,7.3,4,0.01077
100000,5e-05,9.6,4,0.0098
100000,5e-05,4.4,4,0.01647
100000,5e-05,1.6,4,0.10684
100000,5e-05,8.8,4,0.01039
100000,5e-05,9.4,4,0.00953
100000,5e-05,1.5,4,0.99999
100000,5e-05,8.6,4,0.00946
100000,5e-05,2.9,4,0.99999
100000,5e-05,2.2,4,0.04493
100000,5e-05,9.4,4,0.00984
100000,5e-05,2.7,4,0.03084
100000,5e-05,3.1,4,0.02549
100000,5e-05,8.4,4,0.99999
100000,5e-05,6.5,4,0.01226
100000,5e-05,8.4,4,0.01051
100000,5e-05,0.7,4,0.99999
100000,5e-05,4.3,4,0.01636
100000,5e-05,7.9,4,0.01155
100000,5e-05,5.1,4,0.01431
100000,5e-05,0.9,4,0.99987
100000,5e-05,3.2,4,0.02314
100000,5e-05,4.1,4,0.99999
100000,5e-05,0.2,4,0.99999
100000,5e-05,3.4,4,0.99998
100000,5e-05,3.3,4,0.02414
100000,5e-05,7.4,4,0.01077
100000,5e-05,0.5,4,0.99999
100000,5e-05,0.7,4,0.99999
100000,5e-05,6.6,4,0.0111
100000,5e-05,1.1,4,0.99997
100000,5e-05,8.0,4,0.01026
100000,5e-05,4.2,4,0.01745
100000,5e-05,4.3,4,0.01727
100000,5e-05,5.6,4,0.01301
100000,5e-05,7.1,4,0.01112
100000,5e-05,2.1,4,0.05133
100000,5e-05,3.1,4,0.99996
100000,5e-05,9.8,4,0.00938
100000,5e-05,4.5,4,0.99999
100000,5e-05,8.2,4,0.01008
100000,5e-05,5.7,4,0.01293
100000,5e-05,4.1,4,0.01812
100000,5e-05,5.5,4,0.01296
100000,5e-05,4.1,4,0.0173
100000,5e-05,4.0,4,0.01805
100000,5e-05,0.7,4,0.99982
100000,5e-05,3.9,4,0.01897
100000,5e-05,4.2,4,0.01783
100000,5e-05,9.8,4,0.00989
100000,5e-05,5.8,4,0.01277
100000,5e-05,5.1,4,0.01328
100000,5e-05,9.6,4,0.00939
100000,5e-05,3.4,4,0.02219
100000,5e-05,8.8,4,0.00974
100000,5e-05,5.0,4,0.99998
100000,5e-05,7.9,4,0.01028
100000,5e-05,3.7,4,0.01984
100000,5e-05,0.7,4,0.99999
100000,5e-05,0.5,4,0.99999
100000,5e-05,8.4,4,0.00948
100000,5e-05,6.1,4,0.01185
100000,5e-05,0.8,4,0.99997
100000,5e-05,0.9,4,0.99993
100000,5e-05,9.1,4,0.00974
100000,5e-05,2.6,4,0.03373
100000,5e-05,7.3,4,0.01064
100000,5e-05,7.9,4,0.01071
100000,5e-05,2.3,4,0.04318
100000,5e-05,4.2,4,0.01704
100000,5e-05,5.4,4,0.01254
100000,5e-05,3.0,4,0.99998
100000,5e-05,2.9,4,0.99999
100000,5e-05,0.8,4,0.99999
100000,5e-05,2.1,4,0.99996
100000,5e-05,9.3,4,0.00919
100000,5e-05,1.9,4,0.99998
100000,5e-05,2.3,4,0.99999
100000,5e-05,6.9,4,0.01116
100000,5e-05,0.1,4,0.99999
100000,5e-05,7.9,4,0.01019
100000,5e-05,0.8,4,0.99999
100000,5e-05,4.6,4,0.01567
100000,5e-05,7.1,4,0.0107
100000,5e-05,9.3,4,0.00963
100000,5e-05,2.7,4,0.99999
100000,5e-05,0.5,4,0.99998
100000,5e-05,5.3,4,0.01407
100000,5e-05,6.1,4,0.01238
100000,5e-05,1.3,4,0.99995
100000,5e-05,7.8,4,0.0102
100000,5e-05,1.8,4,0.99997
100000,5e-05,7.9,4,0.01083
100000,5e-05,8.0,4,0.01018
100000,5e-05,6.3,4,0.01167
100000,5e-05,5.6,4,0.99999
100000,5e-05,8.1,4,0.01091
100000,5e-05,1.4,4,0.99999
100000,5e-05,5.5,4,0.01364
100000,5e-05,1.6,4,0.99987
100000,5e-05,5.0,4,0.01478
100000,5e-05,9.4,4,0.00972
100000,5e-05,6.0,4,0.01241
100000,5e-05,7.9,4,0.01115
100000,5e-05,4.9,4,0.01461
100000,5e-05,6.9,4,0.01101
100000,5e-05,8.3,4,0.00997
100000,5e-05,3.7,4,0.0203
100000,5e-05,3.2,4,0.02468
100000,5e-05,1.1,4,0.99999
100000,5e-05,3.5,4,0.02161
100000,5e-05,3.2,4,0.99999
100000,5e-05,4.7,4,0.99999
100000,5e-05,2.5,4,0.03793
100000,5e-05,6.5,4,0.01163
100000,5e-05,1.7,4,0.99999
100000,5e-05,7.3,4,0.01126
100000,5e-05,0.1,4,0.99999
100000,5e-05,3.7,4,0.01984
100000,5e-05,6.7,4,0.01211
100000,5e-05,5.6,4,0.01355
100000,5e-05,9.8,4,0.99999
100000,5e-05,8.2,4,0.01008
100000,5e-05,3.7,4,0.02029
100000,5e-05,4.7,4,0.01498
100000,5e-05,0.7,4,0.99999
100000,5e-05,7.8,4,0.01094
100000,5e-05,2.7,4,0.03185
100000,5e-05,9.8,4,0.00963
100000,5e-05,8.1,4,0.99999
100000,5e-05,6.7,4,0.01131
100000,5e-05,1.5,4,0.13053
100000,5e-05,4.7,4,0.01591
100000,5e-05,1.7,4,0.99999
100000,5e-05,3.9,4,0.01874
100000,5e-05,1.9,4,0.06336
100000,5e-05,7.4,4,0.01055
100000,5e-05,4.0,4,0.0179
100000,5e-05,4.7,4,0.01485
100000,5e-05,7.8,4,0.99999
100000,5e-05,2.0,4,0.99999
100000,5e-05,6.0,4,0.01232
100000,5e-05,4.4,4,0.01714
100000,5e-05,1.0,4,0.99998
100000,5e-05,6.9,4,0.01184
100000,5e-05,6.1,4,0.012
100000,5e-05,4.0,4,0.99999
100000,5e-05,9.3,4,0.99999
100000,5e-05,8.3,4,0.01015
100000,5e-05,6.5,4,0.01204
100000,5e-05,0.7,4,0.9999
100000,5e-05,4.6,4,0.01567
100000,5e-05,3.0,4,0.02735
100000,5e-05,4.8,4,0.01532
100000,5e-05,0.8,4,0.99999
100000,5e-05,0.8,4,0.99996
100000,5e-05,8.8,4,0.00982
100000,5e-05,3.8,4,0.01945
100000,5e-05,4.3,4,0.01658
100000,5e-05,5.1,4,0.01391
100000,5e-05,0.2,4,0.99999
100000,5e-05,4.6,4,0.01592
100000,5e-05,4.6,4,0.01584
100000,5e-05,2.3,4,0.99998
100000,5e-05,5.2,4,0.01416
100000,5e-05,7.3,4,0.01109
100000,5e-05,0.0,4,0.99999
100000,5e-05,3.7,4,0.02055
100000,5e-05,0.9,4,0.99999
100000,5e-05,6.5,4,0.01162
100000,5e-05,2.0,4,0.05768
100000,5e-05,2.0,4,0.9999
100000,5e-05,0.1,4,0.99999
100000,5e-05,2.2,4,0.0472
100000,5e-05,2.9,4,0.02967
100000,5e-05,1.7,4,0.99997
100000,5e-05,8.8,4,0.01029
100000,5e-05,6.0,4,0.01204
100000,5e-05,5.3,4,0.01314
100000,5e-05,7.1,4,0.01131
100000,5e-05,8.3,4,0.00981
100000,5e-05,6.1,4,0.01213
100000,5e-05,6.4,4,0.01184
100000,5e-05,0.9,4,0.99999
100000,5e-05,3.3,4,0.99999
100000,5e-05,5.2,4,0.01444
100000,5e-05,2.1,4,0.99987
100000,5e-05,4.8,4,0.99998
100000,5e-05,0.1,4,0.99999
100000,5e-05,1.6,4,0.10513
100000,5e-05,1.1,4,0.99954
100000,5e-05,9.3,4,0.00975
100000,5e-05,5.2,4,0.99999
100000,5e-05,4.4,4,0.01631
100000,5e-05,1.1,4,0.99999
100000,5e-05,4.1,4,0.01742
100000,5e-05,3.3,4,0.99997
100000,5e-05,6.2,4,0.01239
100000,5e-05,7.1,4,0.01115
100000,5e-05,4.2,4,0.01798
100000,5e-05,9.0,4,0.00931
100000,5e-05,7.4,4,0.99999
100000,5e-05,0.3,4,0.99999
100000,5e-05,0.4,4,0.99999
100000,5e-05,1.7,4,0.086
100000,5e-05,0.3,4,0.99999
100000,5e-05,6.1,4,0.01244
100000,5e-05,7.3,4,0.0106
100000,5e-05,3.3,4,0.02309
100000,5e-05,6.1,4,0.01226
100000,5e-05,7.2,4,0.01031
100000,5e-05,2.4,4,0.99997
100000,5e-05,0.3,4,0.99999
100000,5e-05,8.2,4,0.00943
100000,5e-05,7.1,4,0.01103
100000,5e-05,9.6,4,0.00945
100000,5e-05,9.8,4,0.00951
100000,5e-05,6.6,4,0.01231
100000,5e-05,4.2,4,0.01652
100000,5e-05,7.4,4,0.99999
100000,5e-05,0.0,4,0.99999
100000,5e-05,4.9,4,0.01448
100000,5e-05,6.6,4,0.01165
100000,5e-05,1.6,4,0.99995
100000,5e-05,1.9,4,0.99999
100000,5e-05,6.6,4,0.0109
100000,5e-05,8.8,4,0.01008
100000,5e-05,2.6,4,0.99999
100000,5e-05,2.3,4,0.99998
100000,5e-05,4.8,4,0.99999
100000,5e-05,5.8,4,0.01317
100000,5e-05,0.7,4,0.99999
100000,5e-05,9.2,4,0.99999
100000,5e-05,6.3,4,0.01129
100000,5e-05,2.0,4,0.05669
100000,5e-05,7.1,4,0.01165
100000,5e-05,4.9,4,0.01476
100000,5e-05,2.7,4,0.99999
100000,5e-05,4.2,4,0.01775
100000,5e-05,3.1,4,0.99999
100000,5e-05,6.8,4,0.01136
100000,5e-05,9.5,4,0.00984
100000,5e-05,5.3,4,0.01391
100000,5e-05,5.9,4,0.01287
100000,5e-05,7.9,4,0.01048
100000,5e-05,2.8,4,0.02882
100000,5e-05,9.5,4,0.00908
100000,5e-05,3.6,4,0.0206
100000,5e-05,5.8,4,0.01249
100000,5e-05,4.1,4,0.01762
100000,5e-05,6.7,4,0.01165
100000,5e-05,9.5,4,0.00938
100000,5e-05,9.8,4,0.01005
100000,5e-05,9.2,4,0.00974
100000,5e-05,9.9,4,0.00916
100000,5e-05,2.7,4,0.03203
100000,5e-05,6.0,4,0.01266
100000,5e-05,4.3,4,0.01711
100000,5e-05,7.9,4,0.01047
100000,5e-05,8.1,4,0.01
100000,5e-05,7.7,4,0.01056
100000,5e-05,1.8,4,0.07531
100000,5e-05,0.5,4,0.99999
100000,5e-05,5.1,4,0.01519
100000,5e-05,2.6,4,0.03358
100000,5e-05,7.4,4,0.01138
100000,5e-05,4.1,4,0.01851
100000,5e-05,1.2,4,0.99999
100000,5e-05,1.4,4,0.99994
100000,5e-05,4.8,4,0.01462
100000,5e-05,4.9,4,0.01461
100000,5e-05,6.7,4,0.01157
100000,5e-05,5.3,4,0.01387
100000,5e-05,4.9,4,0.99999
100000,5e-05,1.4,4,0.99999
100000,5e-05,1.9,4,0.99998
100000,5e-05,2.2,4,0.04636
100000,5e-05,6.1,4,0.01284
100000,5e-05,6.8,4,0.0115
100000,5e-05,2.3,4,0.04246
100000,5e-05,3.1,4,0.02639
100000,5e-05,8.7,4,0.00963
100000,5e-05,6.1,4,0.01334
100000,5e-05,1.7,4,0.08414
100000,5e-05,0.8,4,0.99998
100000,5e-05,8.6,4,0.01025
100000,5e-05,0.9,4,0.99987
100000,5e-05,2.4,4,0.99997
100000,5e-05,2.0,4,0.05629
100000,5e-05,6.5,4,0.0117
100000,5e-05,2.3,4,0.99987
100000,5e-05,4.5,4,0.01608
100000,5e-05,6.4,4,0.01179
100000,5e-05,3.2,4,0.99999
100000,5e-05,6.1,4,0.01259
100000,5e-05,0.8,4,0.99998
100000,5e-05,6.5,4,0.01201
100000,5e-05,9.3,4,0.00954
100000,5e-05,6.3,4,0.01165
100000,5e-05,2.4,4,0.99999
100000,5e-05,7.9,4,0.01069
100000,5e-05,4.7,4,0.01605
100000,5e-05,0.6,4,0.99998
100000,5e-05,5.9,4,0.99999
100000,5e-05,0.9,4,0.99999
100000,5e-05,2.3,4,0.04229
100000,5e-05,5.8,4,0.01267
100000,5e-05,3.8,4,0.0202
100000,5e-05,6.3,4,0.01178
100000,5e-05,9.1,4,0.01007
100000,5e-05,3.6,4,0.02154
100000,5e-05,8.7,4,0.00961
100000,5e-05,0.7,4,0.99998
100000,5e-05,1.0,4,0.99998
100000,5e-05,5.9,4,0.01295
100000,5e-05,2.7,4,0.99999
100000,5e-05,5.5,4,0.01333
100000,5e-05,0.9,4,0.99997
100000,5e-05,6.9,4,0.01135
100000,5e-05,5.1,4,0.01422
100000,5e-05,5.6,4,0.01309
100000,5e-05,6.6,4,0.01197
100000,5e-05,5.3,4,0.01355
100000,5e-05,6.9,4,0.01107
100000,5e-05,2.1,4,0.99998
100000,5e-05,8.4,4,0.00977
100000,5e-05,7.1,4,0.01058
100000,5e-05,10.0,4,0.99999
100000,5e-05,4.4,4,0.01675
100000,5e-05,6.6,4,0.01193
100000,5e-05,8.3,4,0.99999
100000,5e-05,2.3,4,0.99999
100000,5e-05,1.0,4,0.99998
100000,5e-05,9.6,4,0.00915
100000,5e-05,6.1,4,0.01232
100000,5e-05,8.4,4,0.01006
100000,5e-05,9.0,4,0.00964
100000,5e-05,4.4,4,0.01732
100000,5e-05,7.9,4,0.01066
100000,5e-05,2.7,4,0.03168
100000,5e-05,1.5,4,0.99999
100000,5e-05,4.1,4,0.0179
100000,5e-05,5.4,4,0.01319
100000,5e-05,5.8,4,0.01236
100000,5e-05,4.0,4,0.01852
100000,5e-05,7.4,4,0.01105
100000,5e-05,1.3,4,0.99768
100000,5e-05,1.8,4,0.07488
100000,5e-05,2.8,4,0.02881
100000,5e-05,9.1,4,0.00941
100000,5e-05,9.0,4,0.00936
100000,5e-05,5.1,4,0.0144
100000,5e-05,2.7,4,0.99997
100000,5e-05,5.1,4,0.01381
100000,5e-05,0.2,4,0.99999
100000,5e-05,6.9,4,0.011
100000,5e-05,4.5,4,0.01621
100000,5e-05,8.8,4,0.00963
100000,5e-05,6.6,4,0.99999
100000,5e-05,6.5,4,0.01181
100000,5e-05,7.6,4,0.01098
100000,5e-05,3.1,4,0.02613
100000,5e-05,2.3,4,0.99999
100000,5e-05,8.1,4,0.01027
100000,5e-05,1.8,4,0.99999
100000,5e-05,9.6,4,0.00964
100000,5e-05,6.1,4,0.01286
100000,5e-05,1.1,4,0.99998
100000,5e-05,0.7,4,0.99998
100000,5e-05,3.4,4,0.02228
100000,5e-05,1.9,4,0.06227
100000,5e-05,9.5,4,0.0093
100000,5e-05,5.3,4,0.01409
100000,5e-05,1.1,4,0.99998
100000,5e-05,3.9,4,0.99999
100000,5e-05,4.0,4,0.01769
100000,5e-05,3.3,4,0.99999
100000,5e-05,1.5,4,0.99999
100000,5e-05,0.2,4,0.99998
100000,5e-05,8.3,4,0.00939
100000,5e-05,6.9,4,0.01126
100000,5e-05,6.0,4,0.01243
100000,5e-05,8.9,4,0.00954
100000,5e-05,5.0,4,0.01449
100000,5e-05,7.1,4,0.99999
100000,5e-05,2.9,4,0.0292
100000,5e-05,2.3,4,0.04249
100000,5e-05,8.7,4,0.01048
100000,5e-05,3.3,4,0.02347
100000,5e-05,0.4,4,0.99999
100000,5e-05,4.8,4,0.01527
100000,5e-05,8.7,4,0.01007
100000,5e-05,9.6,4,0.00965
100000,5e-05,6.8,4,0.01144
100000,5e-05,7.9,4,0.01125
100000,5e-05,3.7,4,0.99999
100000,5e-05,4.5,4,0.01518
100000,5e-05,6.0,4,0.01307
100000,5e-05,6.8,4,0.99999
100000,5e-05,2.6,4,0.99999
100000,5e-05,1.3,4,0.26425
100000,5e-05,9.4,4,0.99997
100000,5e-05,5.5,4,0.01395
100000,5e-05,0.6,4,0.99997
100000,5e-05,4.5,4,0.01578
100000,5e-05,1.2,4,0.99998
100000,5e-05,3.3,4,0.02221
100000,5e-05,8.2,4,0.01065
100000,5e-05,1.9,4,0.0648
100000,5e-05,5.3,4,0.01433
100000,5e-05,3.3,4,0.0229
100000,5e-05,0.1,4,0.99999
100000,5e-05,6.7,4,0.01111
100000,5e-05,0.6,4,0.99988
100000,5e-05,6.7,4,0.01192
100000,5e-05,0.8,4,0.99992
100000,5e-05,1.1,4,0.99968
100000,5e-05,7.1,4,0.01076
100000,5e-05,7.3,4,0.01083
100000,5e-05,7.8,4,0.0103
100000,5e-05,8.7,4,0.01061
100000,5e-05,0.8,4,0.99997
100000,5e-05,4.5,4,0.01613
100000,5e-05,6.0,4,0.01259
100000,5e-05,0.7,4,0.99999
100000,5e-05,1.9,4,0.99999
100000,5e-05,6.9,4,0.0118
100000,5e-05,2.0,4,0.05608
100000,5e-05,5.1,4,0.01383
100000,5e-05,5.9,4,0.01283
100000,5e-05,0.8,4,0.99999
100000,5e-05,3.0,4,0.02805
100000,5e-05,0.9,4,0.99999
100000,5e-05,1.0,4,0.99999
100000,5e-05,6.1,4,0.01285
100000,5e-05,2.6,4,0.03343
100000,5e-05,8.7,4,0.00966
100000,5e-05,6.6,4,0.01192
100000,5e-05,6.3,4,0.01268
100000,5e-05,4.7,4,0.99999
100000,5e-05,9.8,4,0.00968
100000,5e-05,7.9,4,0.01034
100000,5e-05,1.6,4,0.1034
100000,5e-05,1.0,4,0.99997
100000,5e-05,3.3,4,0.02305
100000,5e-05,3.1,4,0.02572
100000,5e-05,4.3,4,0.01783
100000,5e-05,7.5,4,0.01023
100000,5e-05,9.5,4,0.00919
100000,5e-05,4.5,4,0.01606
100000,5e-05,8.5,4,0.01046
100000,5e-05,1.1,4,0.99995
100000,5e-05,1.6,4,0.1071
100000,5e-05,2.9,4,0.02881
100000,5e-05,1.6,4,0.99999
100000,5e-05,0.3,4,0.99995
100000,5e-05,8.4,4,0.00971
100000,5e-05,6.2,4,0.01207
100000,5e-05,0.1,4,0.99999
100000,5e-05,0.3,4,0.99999
100000,5e-05,0.6,4,0.99999
100000,5e-05,5.6,4,0.99999
100000,5e-05,6.5,4,0.01249
100000,5e-05,2.0,4,0.05753
100000,5e-05,6.9,4,0.01072
100000,5e-05,1.8,4,0.0713
100000,5e-05,7.0,4,0.01094
100000,5e-05,8.0,4,0.01091
100000,5e-05,4.4,4,0.01631
100000,5e-05,9.6,4,0.00927
100000,5e-05,0.1,4,0.99999
100000,5e-05,0.8,4,0.99999
100000,5e-05,7.5,4,0.01059
100000,5e-05,0.1,4,0.99999
100000,5e-05,6.5,4,0.01224
100000,5e-05,6.7,4,0.01148
100000,5e-05,10.0,4,0.00954
100000,5e-05,5.8,4,0.01255
100000,5e-05,6.4,4,0.01176
100000,5e-05,1.3,4,0.99998
100000,5e-05,7.4,4,0.99999
100000,5e-05,7.1,4,0.01081
100000,5e-05,8.7,4,0.00907
100000,5e-05,4.7,4,0.01533
100000,5e-05,10.0,4,0.0094
100000,5e-05,8.2,4,0.00988
100000,5e-05,5.3,4,0.01377
100000,5e-05,1.8,4,0.99997
100000,5e-05,1.3,4,0.99999
100000,5e-05,8.6,4,0.01008
100000,5e-05,7.9,4,0.0098
100000,5e-05,5.7,4,0.01317
100000,5e-05,3.7,4,0.02064
100000,5e-05,0.9,4,0.99998
100000,5e-05,8.6,4,0.01009
100000,5e-05,9.4,4,0.00943
100000,5e-05,9.7,4,0.00946
100000,5e-05,2.2,4,0.99998
100000,5e-05,5.9,4,0.01314
100000,5e-05,5.6,4,0.99999
100000,5e-05,4.6,4,0.01591
100000,5e-05,9.5,4,0.0093
100000,5e-05,6.2,4,0.01294
100000,5e-05,1.3,4,0.99998
100000,5e-05,7.7,4,0.01052
100000,5e-05,7.9,4,0.0101
100000,5e-05,0.8,4,0.99998
100000,5e-05,6.9,4,0.99999
100000,5e-05,5.6,4,0.99998
100000,5e-05,9.3,4,0.99999
100000,5e-05,9.0,4,0.00995
100000,5e-05,5.5,4,0.01313
100000,5e-05,8.6,4,0.00968
100000,5e-05,5.7,4,0.01308
100000,5e-05,3.7,4,0.01969
100000,5e-05,5.5,4,0.01437
100000,5e-05,6.3,4,0.01118
100000,5e-05,8.6,4,0.00991
100000,5e-05,7.2,4,0.01055
100000,5e-05,6.3,4,0.01307
100000,5e-05,8.4,4,0.01023
100000,5e-05,1.0,4,0.99999
100000,5e-05,6.4,4,0.01252
100000,5e-05,2.2,4,0.99997
100000,5e-05,9.5,4,0.01003
100000,5e-05,5.0,4,0.01443
100000,5e-05,9.3,4,0.0093
100000,5e-05,4.6,4,0.01527
100000,5e-05,6.4,4,0.01242
100000,5e-05,10.0,4,0.99999
100000,5e-05,8.9,4,0.00997
100000,5e-05,0.4,4,0.99999
100000,5e-05,9.1,4,0.00985
100000,5e-05,5.1,4,0.01364
100000,5e-05,0.7,4,0.99996
100000,5e-05,8.0,4,0.01047
100000,5e-05,5.2,4,0.0147
100000,5e-05,3.5,4,0.99996
100000,5e-05,7.0,4,0.01032
100000,5e-05,4.7,4,0.99999
100000,5e-05,7.8,4,0.01078
100000,5e-05,6.6,4,0.01122
100000,5e-05,5.5,4,0.01332
100000,5e-05,4.6,4,0.01554
100000,5e-05,2.5,4,0.99999
100000,5e-05,1.2,4,0.9999
100000,5e-05,8.9,4,0.00992
100000,5e-05,6.0,4,0.0123
100000,5e-05,7.8,4,0.01023
100000,5e-05,2.8,4,0.0297
100000,5e-05,3.4,4,0.02204
100000,5e-05,6.4,4,0.01214
100000,5e-05,6.5,4,0.01197
100000,5e-05,7.5,4,0.01151
100000,5e-05,1.7,4,0.9999
100000,5e-05,9.3,4,0.00956
100000,5e-05,6.7,4,0.011
100000,5e-05,5.8,4,0.01311
100000,5e-05,1.1,4,0.99976
100000,5e-05,4.8,4,0.99998
100000,5e-05,8.5,4,0.99999
100000,5e-05,7.8,4,0.00972
100000,5e-05,6.5,4,0.99999
100000,5e-05,6.6,4,0.01138
100000,5e-05,10.0,4,0.00915
100000,5e-05,5.1,4,0.01404
100000,5e-05,0.6,4,0.99998
100000,5e-05,3.1,4,0.99997
100000,5e-05,0.7,4,0.99997
100000,5e-05,0.3,4,0.99999
100000,5e-05,4.3,4,0.01712
100000,5e-05,8.6,4,0.01
100000,5e-05,1.0,4,0.99999
100000,5e-05,8.2,4,0.01011
100000,5e-05,6.3,4,0.01198
100000,5e-05,5.3,4,0.01394
100000,5e-05,2.1,4,0.99999
100000,5e-05,0.1,4,0.99999
100000,5e-05,1.2,4,0.99999
